element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,gA(10^8 s^-1),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Th,1,"=""362.66314""","=""0.00003""","=""280""","=""""","=""""",,"=""1.393796936""","=""4.81153770""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L5951""",
Th,1,"=""362.693883""","=""0.000021""","=""710""","=""""","=""""",,"=""1.388254945""","=""4.80570596""","=""5f.6d.7s2""","=""3H*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L5951""",
Th,2,"=""362.70730""","=""0.00005""","=""56""","=""""","=""""",,"=""0.764778652""","=""4.18210295""","=""5f.6d.(3H*).7s""","=""4H*""","=""7/2""","=""5f2.(1D).7s""","=""""","=""5/2""",8,6,,"=""""","=""L5951""",
Th,2,"=""362.71508""","=""0.00004""","=""93""","=""""","=""""",,"=""2.33299410""","=""5.75024498""","=""5f.(2F*).6d2.(3F)""","=""4I*""","=""13/2""","=""5f.6d.(3H*).7p""","=""""","=""13/2""",14,14,,"=""""","=""L5951""",
Th,2,"=""362.72636""","=""0.00005""","=""87""","=""""","=""""",,"=""1.833849400""","=""5.25099462""","=""5f.6d.(3G*).7s""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",8,6,,"=""""","=""L5951""",
Th,2,"=""362.75891""","=""0.00004""","=""120""","=""""","=""""",,"=""2.51823589""","=""5.93507441""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f2.6d""","=""""","=""3/2""",6,4,,"=""""","=""L5951""",
Th,2,"=""362.76580""","=""0.00018""","=""50""","=""""","=""""",,"=""2.62000923""","=""6.03678399""","=""5f.6d.(1P*).7s""","=""*""","=""3/2""","=""5f.6d.7p""","=""""","=""3/2""",4,4,,"=""""","=""L2372""",
Th,2,"=""362.77991""","=""0.00018""","=""130""","=""""","=""""",,"=""1.205163326""","=""4.62180498""","=""5f.6d.(3F*).7s""","=""4F*""","=""7/2""","=""5f.6d.(3F*).7p""","=""""","=""7/2""",8,8,,"=""""","=""L2372""",
Th,1,"=""362.88671""","=""0.00013""","=""260""","=""""","=""""",,"=""1.761433209""","=""5.17706807""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L3552""",
Th,1,"=""362.92140""","=""0.00013""","=""39""","=""""","=""""",,"=""1.739756853""","=""5.15506456""","=""6d.7s2.7p""","=""3D*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L3552""",
Th,2,"=""362.92780""","=""0.00018""","=""100""","=""""","=""""",,"=""1.833849400""","=""5.24909792""","=""5f.6d.(3G*).7s""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",8,6,,"=""""","=""L2372""",
Th,2,"=""362.93843""","=""0.00004""","=""100""","=""""","=""""",,"=""3.41290683""","=""6.8280551""","=""5f2.(3H).7s""","=""""","=""9/2""","=""5f2.7p ""","=""*""","=""7/2""",10,8,,"=""""","=""L5951""",
Th,1,"=""362.98502""","=""0.00003""","=""400""","=""""","=""""",,"=""1.472664364""","=""4.88737467""","=""6d.7s2.7p""","=""3D*""","=""1""","=""""","=""""","=""1""",3,3,,"=""""","=""L5951""",
Th,2,"=""363.06131""","=""0.00018""","=""390""","=""""","=""""",,"=""2.14148626""","=""5.55547593""","=""5f.6d.(3G*).7s""","=""2G*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",10,8,,"=""""","=""L2372""",
Th,2,"=""363.06770""","=""0.00018""","=""51""","=""""","=""""",,"=""2.897830811""","=""6.3117635""","=""6d.7s.(3D).7p""","=""*""","=""3/2""","=""5f.6d.(3D*).7p""","=""""","=""3/2""",4,4,,"=""""","=""L2372""",
Th,2,"=""363.11528""","=""0.00005""","=""57""","=""""","=""""",,"=""2.05375230""","=""5.46723851""","=""5f.(2F*).6d2.(3F)""","=""4I*""","=""11/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",12,10,,"=""""","=""L5951""",
Th,1,"=""363.18628""","=""0.00004""","=""170""","=""""","=""""",,"=""1.633505867""","=""5.04632363""","=""5f.6d.7s2""","=""3G*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
Th,1,"=""363.22326""","=""0.00005""","=""89""","=""""","=""""",,"=""1.648671592""","=""5.06114204""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L5951""",
Th,2,"=""363.26249""","=""0.00003""","=""260""","=""""","=""""",,"=""1.123433659""","=""4.53553549""","=""6d2.(3P).7s""","=""4P""","=""5/2""","=""6d2.(3F).7p""","=""*""","=""3/2""",6,4,,"=""""","=""L5951""",
Th,1,"=""363.283017""","=""0.000015""","=""1800""","=""""","=""""",,"=""1.393796936""","=""4.80570596""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
Th,2,"=""363.30770""","=""0.00018""","=""78""","=""""","=""""",,"=""1.947896157""","=""5.35957182""","=""5f.6d.(3D*).7s""","=""2D*""","=""3/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",4,6,,"=""""","=""L2372""",
Th,2,"=""363.33695""","=""0.00004""","=""130""","=""""","=""""",,"=""3.06953969""","=""6.48094222""","=""5f.(2F*).6d2.(3F)""","=""*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",10,8,,"=""""","=""L5951""",
Th,2,"=""363.36830""","=""0.00018""","=""26""","=""""","=""""",,"=""2.72949710""","=""6.14060459""","=""5f.6d.(1H*).7s""","=""2H*""","=""11/2""","=""5f2.(1I).6d""","=""""","=""13/2""",12,14,,"=""""","=""L2372""",
Th,2,"=""363.37411""","=""0.00005""","=""71""","=""""","=""""",,"=""3.41290683""","=""6.82396001""","=""5f2.(3H).7s""","=""""","=""9/2""","=""5f2.7p ""","=""*""","=""9/2""",10,10,,"=""""","=""L5951""",
Th,1,"=""363.39100""","=""0.00013""","=""260""","=""""","=""""",,"=""2.026726250""","=""5.43762132""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L3552""",
Th,2,"=""363.40021""","=""0.00018""","=""26""","=""""","=""""",,"=""1.713255573""","=""5.12406231""","=""5f.6d.(3F*).7s""","=""*""","=""7/2""","=""5f.6d.(3F*).7p""","=""""","=""5/2""",8,6,,"=""""","=""L2372""",
Th,2,"=""363.42133""","=""0.00004""","=""130""","=""""","=""""",,"=""1.88987860""","=""5.30048927""","=""5f.(2F*).6d2.(3F)""","=""4H*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",10,8,,"=""""","=""L5951""",
Th,1,"=""363.454413""","=""0.000024""","=""490bl""","=""""","=""""",,"=""1.761433209""","=""5.17173463""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L5951""",
Th,1,"=""363.458203""","=""0.000011""","=""4400""","=""""","=""""",,"=""0.966490959""","=""4.37675560""","=""5f.6d.7s2""","=""3H*""","=""4""","=""5f.6d2.7p""","=""5K""","=""5""",9,11,,"=""""","=""L5951""",
Th,1,"=""363.49017""","=""0.00004""","=""110""","=""""","=""""",,"=""1.388254945""","=""4.79821956""","=""5f.6d.7s2""","=""3H*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L5951""",
Th,2,"=""363.49531""","=""0.00019""","=""26""","=""""","=""""",,"=""1.915932277""","=""5.32584607""","=""5f.6d.(3D*).7s""","=""4D*""","=""7/2""","=""5f.6d.(3H*).7p""","=""""","=""9/2""",8,10,,"=""""","=""L2372""",
Th,2,"=""363.52417""","=""0.00003""","=""310""","=""""","=""""",,"=""1.957336792""","=""5.36698253""","=""6d3""","=""4P""","=""5/2""","=""6d2.(3P).7p""","=""*""","=""3/2""",6,4,,"=""""","=""L5951""",
Th,2,"=""363.53270""","=""0.00019""","=""210""","=""""","=""""",,"=""1.038846135""","=""4.44841182""","=""5f.7s2""","=""2F*""","=""7/2""","=""5f.6d.(1G*).7p""","=""""","=""7/2""",8,8,,"=""""","=""L2372""",
Th,2,"=""363.541931""","=""0.000021""","=""620""","=""""","=""""",,"=""2.73112534""","=""6.14060459""","=""5f.(2F*).6d2.(3F)""","=""4I*""","=""15/2""","=""5f2.(1I).6d""","=""""","=""13/2""",16,14,,"=""""","=""L5951""",
Th,2,"=""363.61726""","=""0.00003""","=""260""","=""""","=""""",,"=""2.942226138""","=""6.35099899""","=""5f.(2F*).6d2.(3F)""","=""*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",10,10,,"=""""","=""L5951""",
Th,1,"=""363.62951""","=""0.00005""","=""78""","=""""","=""""",,"=""1.393796936""","=""4.80245463""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L5951""",
Th,2,"=""363.63570""","=""0.00019""","=""110""","=""""","=""""",,"=""1.323300499""","=""4.73190110""","=""5f.6d.(3F*).7s""","=""*""","=""5/2""","=""5f.7s.(1F*).7p""","=""""","=""7/2""",6,8,,"=""""","=""L2372""",
Th,2,"=""363.65665""","=""0.00004""","=""200""","=""""","=""""",,"=""1.26328328""","=""4.67168699""","=""5f.6d.(3H*).7s""","=""4H*""","=""11/2""","=""5f.7s.(3F*).7p""","=""""","=""11/2""",12,12,,"=""""","=""L5951""",
Th,1,"=""363.683433""","=""0.000019""","=""960""","=""""","=""""",,"=""0.4792576672""","=""3.88741036""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""0""",3,1,,"=""""","=""L5951""",
Th,2,"=""363.69200""","=""0.00005""","=""75""","=""""","=""""",,"=""3.39188015""","=""6.79995229""","=""5f.(2F*).6d2.(1G)""","=""*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",10,10,,"=""""","=""L5951""",
Th,2,"=""363.75556""","=""0.00003""","=""350""","=""""","=""""",,"=""0.829626291""","=""4.23710336""","=""5f.6d.(3F*).7s""","=""4F*""","=""3/2""","=""5f2.(1D).7s""","=""""","=""5/2""",4,6,,"=""""","=""L5951""",
Th,2,"=""363.76858""","=""0.00005""","=""77""","=""""","=""""",,"=""2.09615116""","=""5.50350576""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",8,6,,"=""""","=""L5951""",
Th,1,"=""363.80040""","=""0.00013""","=""200""","=""""","=""""",,"=""1.761433209""","=""5.16849060""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L3552""",
Th,1,"=""363.80970""","=""0.00005""","=""80""","=""""","=""""",,"=""1.648671592""","=""5.05564158""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L5951""",
Th,1,"=""363.81470""","=""0.00005""","=""74""","=""""","=""""",,"=""1.291188428""","=""4.69811151""","=""5f.6d.7s2""","=""1G*""","=""4""","=""5f.6d2.7p ""","=""5I""","=""4""",9,9,,"=""""","=""L5951""",
Th,2,"=""363.82373""","=""0.00004""","=""140""","=""""","=""""",,"=""3.42121598""","=""6.8280551""","=""5f2.(3F).7s""","=""""","=""5/2""","=""5f2.7p ""","=""*""","=""7/2""",6,8,,"=""""","=""L5951""",
Th,1,"=""363.831909""","=""0.000015""","=""1700""","=""""","=""""",,"=""0.6151672932""","=""4.02192919""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L5951""",
Th,1,"=""363.84600""","=""0.00013""","=""110""","=""""","=""""",,"=""1.291188428""","=""4.69781804""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L3552""",
Th,1,"=""363.864429""","=""0.000016""","=""1500""","=""""","=""""",,"=""1.0910919079""","=""4.49754941""","=""6d3.(4F).7s""","=""5F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L5951""",
Th,2,"=""363.944681""","=""0.000016""","=""1300""","=""""","=""""",,"=""0.764778652""","=""4.17048512""","=""5f.6d.(3H*).7s""","=""4H*""","=""7/2""","=""5f2.(3F).6d""","=""""","=""7/2""",8,8,,"=""""","=""L5951""",
Th,2,"=""363.95888""","=""0.00004""","=""190""","=""""","=""""",,"=""3.58602031""","=""6.9915938""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",6,6,,"=""""","=""L5951""",
Th,1,"=""363.98658""","=""0.00003""","=""400""","=""""","=""""",,"=""1.305125170""","=""4.71043969""","=""5f.6d.7s2""","=""3G*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
Th,2,"=""364.01840""","=""0.00019""","=""26""","=""""","=""""",,"=""2.60240434""","=""6.00742024""","=""5f.(2F*).6d2.(1D)""","=""*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",10,8,,"=""""","=""L2372""",
Th,1,"=""364.03901""","=""0.00013""","=""260""","=""""","=""""",,"=""1.463377110""","=""4.86820174""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
Th,1,"=""364.08201""","=""0.00013""","=""26""","=""""","=""""",,"=""1.393796936""","=""4.79821956""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L3552""",
Th,2,"=""364.08730""","=""0.00019""","=""79""","=""""","=""""",,"=""1.642630613""","=""5.04700159""","=""6d3""","=""4F""","=""9/2""","=""6d2.(1G).7p""","=""*""","=""7/2""",10,8,,"=""""","=""L2372""",
Th,1,"=""364.09233""","=""0.00004""","=""100""","=""""","=""""",,"=""1.766030147""","=""5.1703551""","=""5f.6d.7s2""","=""3P*""","=""1""","=""""","=""""","=""1""",3,3,,"=""""","=""L5951""",
Th,2,"=""364.11127""","=""0.00004""","=""120""","=""""","=""""",,"=""1.642853752""","=""5.04700159""","=""6d2.(1D).7s""","=""""","=""5/2""","=""6d2.(1G).7p""","=""*""","=""7/2""",6,8,,"=""""","=""L5951""",
Th,2,"=""364.12875""","=""0.00005""","=""77""","=""""","=""""",,"=""2.14148626""","=""5.54547073""","=""5f.6d.(3G*).7s""","=""2G*""","=""9/2""","=""5f.6d.(3F*).7p""","=""""","=""11/2""",10,12,,"=""""","=""L5951""",
Th,1,"=""364.13635""","=""0.00005""","=""83""","=""""","=""""",,"=""1.766440990""","=""5.1703551""","=""5f.6d.7s2""","=""3P*""","=""0""","=""""","=""""","=""1""",1,3,,"=""""","=""L5951""",
Th,2,"=""364.18395""","=""0.00004""","=""130*""","=""""","=""""",,"=""4.28285528""","=""7.68632509""","=""5f.7s.(3F*).7p""","=""""","=""5/2""","=""""","=""*""","=""7/2""",6,8,,"=""""","=""L5951""",
Th,2,"=""364.18395""","=""0.00004""","=""130*""","=""""","=""""",,"=""1.548350422""","=""4.95181912""","=""5f.6d.(3F*).7s""","=""4F*""","=""9/2""","=""5f2.(3F).6d""","=""""","=""11/2""",10,12,,"=""""","=""L5951""",
Th,2,"=""364.18835""","=""0.00005""","=""78""","=""""","=""""",,"=""3.02702990""","=""6.43045764""","=""5f.(2F*).6d2.(3F)""","=""*""","=""3/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",4,6,,"=""""","=""L5951""",
Th,1,"=""364.224884""","=""0.000007""","=""19000""","=""""","=""""",,"=""0.0000000000""","=""3.40308647""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
Th,1,"=""364.257275""","=""0.000017""","=""1100""","=""""","=""""",,"=""0.902620242""","=""4.30540402""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
Th,1,"=""364.26928""","=""0.00005""","=""59""","=""""","=""""",,"=""1.761433209""","=""5.16410526""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L5951""",
Th,2,"=""364.28884""","=""0.00005""","=""73""","=""""","=""""",,"=""2.51546271""","=""5.91795207""","=""5f.(2F*).6d2.(1G)""","=""*""","=""11/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",12,10,,"=""""","=""L5951""",
Th,1,"=""364.351218""","=""0.000015""","=""2000""","=""""","=""""",,"=""0.7888365657""","=""4.19074289""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
Th,1,"=""364.38248""","=""0.00003""","=""250""","=""""","=""""",,"=""1.336940873""","=""4.73855559""","=""6d.7s2.7p""","=""3F*""","=""2""","=""6d4""","=""""","=""2""",5,5,,"=""""","=""L5951""",
Th,2,"=""364.43480""","=""0.00004""","=""150""","=""""","=""""",,"=""1.323300499""","=""4.72442698""","=""5f.6d.(3F*).7s""","=""*""","=""5/2""","=""5f2.(3P).7s""","=""""","=""5/2""",6,6,,"=""""","=""L5951""",
Th,2,"=""364.44311""","=""0.00019""","=""390""","=""""","=""""",,"=""1.833849400""","=""5.23489826""","=""5f.6d.(3G*).7s""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",8,8,,"=""""","=""L2372""",
Th,2,"=""364.44611""","=""0.00019""","=""26""","=""""","=""""",,"=""2.12281038""","=""5.52382816""","=""5f.(2F*).6d2.(1D)""","=""*""","=""3/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",4,6,,"=""""","=""L2372""",
Th,2,"=""364.47137""","=""0.00004""","=""150""","=""""","=""""",,"=""2.16484184""","=""5.56562670""","=""5f.6d.(3P*).7s""","=""4P*""","=""5/2""","=""5f2.6d""","=""""","=""3/2""",6,4,,"=""""","=""L5951""",
Th,1,"=""364.49803""","=""0.00005""","=""66""","=""""","=""""",,"=""1.648671592""","=""5.04920788""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L5951""",
Th,2,"=""364.52350""","=""0.00019""","=""52""","=""""","=""""",,"=""1.453767915""","=""4.85406560""","=""5f.6d.(3D*).7s""","=""4D*""","=""1/2""","=""5f.6d.(3F*).7p""","=""""","=""3/2""",2,4,,"=""""","=""L2372""",
Th,2,"=""364.52675""","=""0.00004""","=""120*""","=""""","=""""",,"=""4.03900208""","=""7.43926982""","=""5f.7s.(1F*).7p""","=""""","=""7/2""","=""""","=""*""","=""7/2""",8,8,,"=""""","=""L5951""",
Th,2,"=""364.52675""","=""0.00004""","=""120*""","=""""","=""""",,"=""1.79582734""","=""5.19609446""","=""5f.6d.(3H*).7s""","=""2H*""","=""11/2""","=""5f.6d.(3F*).7p""","=""""","=""9/2""",12,10,,"=""""","=""L5951""",
Th,1,"=""364.536366""","=""0.000024""","=""470""","=""""","=""""",,"=""0.902620242""","=""4.30279874""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
Th,1,"=""364.56479""","=""0.00004""","=""150""","=""""","=""""",,"=""1.592945153""","=""4.99285862""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L5951""",
Th,1,"=""364.570633""","=""0.000021""","=""690""","=""""","=""""",,"=""0.966490959""","=""4.36635012""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L5951""",
Th,1,"=""364.62676""","=""0.00003""","=""220""","=""""","=""""",,"=""1.393796936""","=""4.79313213""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L5951""",
Th,1,"=""364.64521""","=""0.00013""","=""40""","=""""","=""""",,"=""1.728997759""","=""5.12816222""","=""6d.7s2.7p""","=""3F*""","=""3""","=""5f.6d2.7p ""","=""5H""","=""3""",7,7,,"=""""","=""L3552""",
Th,2,"=""364.68840""","=""0.00005""","=""80""","=""""","=""""",,"=""1.76994592""","=""5.16870735""","=""5f.(2F*).6d2.(3F)""","=""4I*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",10,8,,"=""""","=""L5951""",
Th,2,"=""364.72991""","=""0.00004""","=""160*""","=""""","=""""",,"=""1.548027489""","=""4.94640222""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""","=""5f.6d.(3G*).7p""","=""""","=""9/2""",8,10,,"=""""","=""L5951""",
Th,2,"=""364.72991""","=""0.00004""","=""160*""","=""""","=""""",,"=""4.74757772""","=""8.1459522""","=""5f.7s.(3F*).7p""","=""""","=""7/2""","=""""","=""*""","=""5/2 or 7/2""",8,6,,"=""""","=""L5951""",
Th,2,"=""364.73682""","=""0.00004""","=""170""","=""""","=""""",,"=""1.833849400""","=""5.23215951""","=""5f.6d.(3G*).7s""","=""*""","=""7/2""","=""5f.6d.(3F*).7p""","=""""","=""9/2""",8,10,,"=""""","=""L5951""",
Th,1,"=""364.75743""","=""0.00004""","=""200""","=""""","=""""",,"=""1.633505867""","=""5.03162394""","=""5f.6d.7s2""","=""3G*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L5951""",
Th,2,"=""364.764538""","=""0.000024""","=""510""","=""""","=""""",,"=""1.548350422""","=""4.94640222""","=""5f.6d.(3F*).7s""","=""4F*""","=""9/2""","=""5f.6d.(3G*).7p""","=""""","=""9/2""",10,10,,"=""""","=""L5951""",
Th,1,"=""364.76635""","=""0.00004""","=""190""","=""""","=""""",,"=""1.592945153""","=""4.99097969""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L5951""",
Th,1,"=""364.79328""","=""0.00004""","=""150""","=""""","=""""",,"=""1.291188428""","=""4.68897330""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
Th,2,"=""364.81740""","=""0.00003""","=""430""","=""""","=""""",,"=""0.000000000""","=""3.39755956""","=""6d.7s2""","=""2D""","=""3/2""","=""5f.(2F*).6d2.(1D)""","=""*""","=""3/2""",4,4,,"=""""","=""L5951""",
Th,1,"=""364.83254""","=""0.00005""","=""51""","=""""","=""""",,"=""1.633505867""","=""5.03092449""","=""5f.6d.7s2""","=""3G*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L5951""",
Th,1,"=""364.83808""","=""0.00005""","=""53""","=""""","=""""",,"=""1.920524884""","=""5.31789128""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L5951""",
Th,2,"=""364.842110""","=""0.000023""","=""540""","=""""","=""""",,"=""0.188691095""","=""3.58602031""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""",6,6,,"=""""","=""L5951""",
Th,2,"=""364.86335""","=""0.00004""","=""110""","=""""","=""""",,"=""2.33299410""","=""5.73012574""","=""5f.(2F*).6d2.(3F)""","=""4I*""","=""13/2""","=""5f.6d.(3F*).7p""","=""""","=""11/2""",14,12,,"=""""","=""L5951""",
Th,2,"=""364.88551""","=""0.00004""","=""110""","=""""","=""""",,"=""1.79582734""","=""5.1927536""","=""5f.6d.(3H*).7s""","=""2H*""","=""11/2""","=""5f2.(3F).6d""","=""""","=""13/2""",12,14,,"=""""","=""L5951""",
Th,1,"=""364.90527""","=""0.00005""","=""70""","=""""","=""""",,"=""1.920524884""","=""5.31726661""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""4 or 5""",11,9,,"=""""","=""L5951""",
Th,2,"=""364.924945""","=""0.000016""","=""1300""","=""""","=""""",,"=""0.908988342""","=""4.30554665""","=""5f.6d.(3F*).7s""","=""4F*""","=""5/2""","=""5f.6d.(3F*).7p""","=""""","=""7/2""",6,8,,"=""""","=""L5951""",
Th,1,"=""364.973477""","=""0.000012""","=""3100""","=""""","=""""",,"=""0.6897416420""","=""4.08584817""","=""6d3.(4F).7s""","=""5F""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L5951""",
Th,1,"=""365.02045""","=""0.00005""","=""91""","=""""","=""""",,"=""0.4572521355""","=""3.85292158""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
Th,1,"=""365.04363""","=""0.00004""","=""110""","=""""","=""""",,"=""0.3557427977""","=""3.75119785""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L5951""",
Th,2,"=""365.05022""","=""0.00005""","=""70""","=""""","=""""",,"=""1.947896157""","=""5.34328920""","=""5f.6d.(3D*).7s""","=""2D*""","=""3/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",4,6,,"=""""","=""L5951""",
Th,1,"=""365.05268""","=""0.00004""","=""110""","=""""","=""""",,"=""1.766030147""","=""5.16140002""","=""5f.6d.7s2""","=""3P*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L5951""",
Th,2,"=""365.07662""","=""0.00003""","=""410""","=""""","=""""",,"=""1.123433659""","=""4.51858062""","=""6d2.(3P).7s""","=""4P""","=""5/2""","=""6d2.(3P).7p""","=""*""","=""3/2""",6,4,,"=""""","=""L5951""",
Th,2,"=""365.14673""","=""0.00005""","=""59""","=""""","=""""",,"=""2.35244862""","=""5.74694359""","=""5f.6d.(1F*).7s""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",8,8,,"=""""","=""L5951""",
Th,2,"=""365.15715""","=""0.00004""","=""190""","=""""","=""""",,"=""1.286847256""","=""4.68124528""","=""6d2.(1G).7s""","=""""","=""9/2""","=""5f.(2F*).6d2.(1S)""","=""*""","=""7/2""",10,8,,"=""""","=""L5951""",
Th,2,"=""365.18251""","=""0.00019""","=""130""","=""""","=""""",,"=""1.599690941""","=""4.99385123""","=""5f.6d.(3D*).7s""","=""*""","=""3/2""","=""5f.7s.(1F*).7p""","=""""","=""3/2""",4,4,,"=""""","=""L2372""",
